texto,rotulo
"Com o trabalho do Ministerio da Ciência e Tecnologia, inauguramos os serviços de telecomunicações da estação brasileira na Antártica. Os cientistas e militares que lá atuam  agora dispõem de internet fixa de alta velocidade, conexão 4G, acesso wi-fi nas instalações e sinal de TV.",direita
"A Nova Previdência define a aposentadoria de políticos nos padrões do INSS, inclui militares e servidores, é mais justa, igualitária e preserva os direitos do trabalhador. Parlamentares têm a chance de fazer história participando deste processo que levará o Brasil à prosperidade!",direita
"Uma das prioridades do nosso governo é quebrar o ciclo da massa hipnotizada comendo migalhas enquanto seus líderes nadam em milhões da corrupção do erário. Infelizmente, é um trabalho duro e demorado, pois ao longo de anos o aparelhamento do estado foi estrategicamente gigantesco",direita
O ambiente acadêmico com o passar do tempo vem sendo massacrado pela ideologia de esquerda que divide para conquistar e enaltece o socialismo e tripudia o capitalismo. Neste contexto a formação dos cidadãos é esquecida e prioriza-se a conquista dos militantes políticos.,direita
"Tão logo passe o período de chuvas o nosso Exército asfaltará o trecho. Se alguém perguntar porque não fez antes, respondo: os governos anteriores não determinaram, o atual conversou com os Ministros da Defesa e Infraestrutura e resolveram agir. Bom dia a todos",direita
"A Lei Rouanet foi usada para cooptar parte dos artistas “famosos” num projeto de Poder. Em meu Governo, sua utilidade será para artistas em início de carreira. Quanto a possibilidade de receber “renomados” que já se beneficiaram da referida, para discuti-la, não passa de piada.",direita
"Tão importante quanto a economia é o resgate de nossa cultura, que foi destruída após décadas de governos com viés socialista. Buscaremos o país da ordem e do progresso. Bom dia a todos!",direita
A agenda globalista mira a divisão de classes. Pessoas divididas e sem valores são facilmente manipuladas. Mudar as diretrizes “educacionais” implementadas ao longo de décadas é uma de nossas metas para impedir o avanço da fábrica de militantes políticos para formarmos cidadãos.,direita
"Há algo de muito errado acontecendo: as prioridades a serem ensinadas e os recursos aplicados. Para investigar isso, o Ministério da Educação junto com o Ministério da Justiça, Polícia Federal, Advocacia e Controladoria Geral da União, criaram a Lava-Jato da Educação.",direita
"Atendendo aos anseios da nação, assinamos hoje o pacote anticrime, que aperfeiçoa o combate à corrupção, aos crimes organizado e violento. Enviaremos ao Congresso. Os brasileiros terão papel decisivo nos avanços. Conto com vocês na construção de um Brasil mais justo e seguro!",direita
"Os direitos trabalhistas como 13º e férias são cláusulas pétreas da Constituição. Somente nova constituite para modifica-los. Estão garantidos independente dos boatos que espalham propositalmente, sempre tentando prejudicar quem não faz parte declaradamente da esquerda .",direita
"Assumimos um Brasil ainda em crise em todos os sentidos. Sabemos a dificuldade que é tentar consertar tudo isso. O sistema não desistirá, mas estamos determinados a mudar os rumos do país e fazer diferente dos anteriores, já que são eles os responsáveis pelo que estamos passando.",direita
"Estamos fiscalizando recursos, diminuindo gastos, propondo endurecimento penal, previdência. Tudo isso em pouquíssimo tempo. Nossos objetivos são claros: resgatar nossa segurança, fazer a economia crescer novamente e servir a quem realmente manda no país: a população brasileira.",direita
"Além disso, incentivos devem ser direcionados de forma justa, enxuta, transparente e responsável, mas jamais em detrimento das principais demandas de nossa sociedade.",direita
"Reconheço o valor da cultura e a necessidade de incentivá-la, mas isso não deve estar a cargo de uma petrolífera estatal. A soma dos patrocínios dos últimos anos passa de R$ 3 BILHÕES. Determinei a reavaliação dos contratos. O Estado tem maiores prioridades.",direita
"Nos governos anteriores, esses gastos ultrapassavam centenas de milhões. Era mais uma das muitas fontes de ações escusas dos grupos que estavam no poder, cuja boa parte dos membros está presa. Uma irresponsabilidade em detrimento das reais demandas dos brasileiros e do Estado!",direita
"O Ministro da Secretaria de Governo, General Santos Cruz, anunciou o fim do contrato de R$30 milhões/ano com assessoria de imprensa internacional. Além disso, zeramos os custos com propaganda da Caixa e BB neste início de governo e pretendemos encerrar de maneira justa e enxuta!",direita
"Muitas falácias sendo usadas a respeito da posse de armas. A pior delas conclui que a iniciativa não resolve o problema da segurança pública. Ignorando o principal propósito, que é “iniciar ” o processo de assegurar o direito inviolável à legítima defesa.",direita
"Além das inúmeras iniciativas tomadas nestes primeiros dias de Governo, aumentamos de 3 para 10 anos o prazo para a renovação da posse da arma de fogo e acabamos com a subjetividade para a compra, que sempre foi dificultada ou impossibilitada. Esse é apenas o primeiro passo!",direita
"Por muito tempo, coube ao Estado determinar quem tinha ou não direito de defender a si mesmo, à sua família e à sua propriedade. Hoje, respeitando a vontade popular manifestada no referendo de 2005, devolvemos aos cidadãos brasileiros a liberdade de decidir.",direita
"A defesa da soberania nacional foi uma das bandeiras de nossa campanha e será uma prioridade do nosso governo. Os brasileiros e os imigrantes que aqui vivem estarão mais seguros com as regras que definiremos por conta própria, sem pressão do exterior.",direita
"Jamais recusaremos ajuda aos que precisam, mas a imigração não pode ser indiscriminada. É necessário critérios, buscando a melhor solução de acordo com a realidade de cada país. Se controlamos quem deixamos entrar em nossas casas, por que faríamos diferente com o nosso Brasil?",direita
"Eles procuram e criam todos os motivos possíveis para estarem sendo rejeitados pela maioria da população, só não citam o verdadeiro: o PT quebrou o Brasil de tanto roubar, deixou a violência tomar proporções de guerra, é uma verdadeira quadrilha e ninguém aguenta mais isso!",direita
"Haddad, o fantoche do presidiário corrupto, escreve que está na moda um anti-intelectualismo no Brasil. A verdade é que o marmita, como todo petista, fica inventando motivos para a derrota vergonhosa que sofreram nas eleições, mesmo com campanha mais de 30 milhões mais cara.",direita
"Murilo Resende, o novo coordenador do Enem é doutor em economia pela FGV e seus estudos deixam claro a  priorização do ensino ignorando a atual promoção da “lacração”, ou seja, enfoque na medição da formação acadêmica e não somente o quanto ele foi doutrinado em salas de aula.",direita
Importante sempre que possível frisarmos a necessidade de conversar com seu deputado ou senador da necessidade de se aprovar leis que permitam que as Forças de Segurança Pública possam atuar para efetivamente combatermos os criminosos que aterrorizam os cidadãos de bem no Brasil.,direita
"O auxílio-reclusão ultrapassa o valor do salário mínimo. Em reunião com Ministros, decidimos que avançaremos nesta questão ignorada quando se trata de reforma da previdência e indevidos. Em cima de muitos detalhes vamos desinchando a máquina e fazendo justiça!",direita
"Por muito tempo, muitos brasileiros foram usados como massa de manobra. Perderam sua valiosa individualidade para se tornarem objeto e fonte de renda de políticos. A mudança visa libertá-los da escravidão política a fim de devolvê-los o direito de representarem a si mesmos.",direita
"Não haverá abandono de auxílio a qualquer indivíduo nas diretrizes de Direitos Humanos. A Secretaria Nacional da Família, Secretaria Nacional de Proteção Global e o Conselho Nacional de Combate à Discriminação ficarão responsáveis por este papel.",direita
"Ministro da Educação desmonta secretaria de diversidade e cria pasta de alfabetização. Formar cidadãos  preparados para o mercado de trabalho. O foco oposto de governos anteriores, que propositalmente investiam na formação de mentes escravas das ideias de dominação socialista.",direita
"Mais de 15% do território nacional é demarcado como terra indígena e quilombolas. Menos de um milhão de pessoas vivem nestes lugares isolados do Brasil de verdade, exploradas e  manipuladas por ONGs. Vamos juntos integrar estes cidadãos e valorizar a todos os brasileiros.",direita
"Por decreto pretendemos garantir a POSSE de arma de fogo para o cidadão sem antecedentes criminais, bem como tornar seu registo definitivo.",direita
"O jornal estatal Granma, o único de Cuba, publicou matéria com críticas ao futuro governo. Cuba se alimentou de bilhões de R$ de impostos dos brasileiros em nome do Foro de SP e em detrimento de seus cidadãos. Não convidar seu ditador para minha posse foi mais um de meus acertos.",direita
"Inúmeras regulamentações em todos os setores que só servem para arrecadação e entraves de desenvolvimento, sem nenhum retorno prático ao cidadão, irão ser revogadas rapidamente em meu governo. Menos interferência do estado significa melhores condições de vida ao Brasileiro.",direita
"As convergências ministeriais darão o tom de desenvolvimento de nosso país e que foi pautada pela população. Reduzir o estado, desenvolvimento sem entraves de ONGs, acordos comerciais bilaterais já em andamento e mudar a atual pífia linha educacional. Vamos alavancar o Brasil!",direita
"Ressalto ainda que as regiões Norte e Nordeste terão olhar especial do nosso governo, principalmente pelo grande potencial econômico que possuem. Uma boa tarde a todos!",direita
"Parabéns ao presidente do Supremo Tribunal Federal por derrubar a liminar que poderia beneficiar dezenas de milhares de presos em segunda instância no Brasil e colocar em risco o bem estar de nossa sociedade, que já sofre diariamente com o caos da violência generalizada!",direita
"Junto aos futuros ministros de Minas e Energia e Agricultura, estamos analisando o potencial de exploração de reservas de potássio, cálcio e magnésio em regiões do nosso país. Hoje, mesmo com as maiores reservas, dependemos de matéria-prima importada para produzir fertilizantes.",direita
"O poder popular foi substituído por um grupo fechado que usurpava as demandas sociais e assim tomava o controle de tudo, fundado por Lula e Fidel Castro em 1990, conhecido como Foro de São Paulo.",direita
"Parabéns aos Policiais Militares de Valença-RJ que salvaram a senhora de 83 anos feita refém por um bandido covarde, ficando mais de 10 minutos com uma arma apontada para sua cabeça. Belo trabalho! A vida do cidadão de bem sempre deve ser prioridade!",direita
"Sujeitar automaticamente nosso território, leis e soberania a colocações de outras nações está fora de cogitação. É legítimo que países no mundo defendam seus interesses e estaremos dispostos a dialogar sempre, mas defenderemos os interesses do Brasil e dos brasileiros.",direita
"Há outros acordos suspeitos claramente inviáveis que reforçam a ideia de que nosso país estava disfarçadamente servindo de fonte de renda de partidos alinhados ideologicamente na America Latina, com nossa soberania dando lugar a uma verdadeira submissão ideológica. Não mais!",direita
"Após Cuba irresponsavelmente retirar-se do Mais Médicos por não aceitar dar liberdade e salário integral aos seus cidadãos, quase 100% das vagas já foram preenchidas por brasileiros. Está claro que o acordo do PT era pretexto para financiar a ditadura membro do foro de São Paulo.",direita
"Para voltarmos a crescer como nação precisamos fazer valer nossa soberania e nossas leis. Devemos respeitar o mundo todo, mas também ser respeitados. Seremos um Brasil amigo, mas que tem seus valores e princípios básicos.",direita
"Tão importante quanto colocar nomes técnicos à frente da missão de fazer o Brasil crescer, é desfazer o sistema ideológico e burocrático criado conscientemente para frear qualquer tentativa de mudança.",direita
"O turismo associado ao meio ambiente é uma ótima fórmula comprovada para a preservação. A alegação do intocável age em prol de pequenos grupos, sugar a mente de inocentes, encher o bolso de poucos e dominar a grande maioria envolvida, travando o verdadeiro desenvolvimento!",direita
"Por muito tempo nossas instituições de ensino foram tomadas por ideologias nocivas e inversão de valores, pessoas que odeiam nossas cores e Hino. Hastear uma bandeira do Brasil não tem relação com política, mas com o orgulho de ser brasileiro e a esperança de tempos melhores.",direita
"O Brasil gasta pouco no ensino básico em relação ao superior. O alto índice de alunos sem noções mínimas de leitura e escrita nas faculdades reflete esse mau investimento. Vamos priorizar a base, qualificando o ensino para capacitar e formar grandes profissionais no futuro.",direita
"Corte de gastos desnecessários reduzindo o número de estatais e ministérios, indicando, sem pressões de viés sindicalista, nomes técnicos e capacitados, prezando pela eficiência de cada campo. Muito além de fazer, vamos desfazer o sistema falido e corrupto que o PT construiu!",direita
"Combatendo as fraudes em programas sociais, sobra dinheiro para garantir maior renda aos mais necessitados. Descrentralizando recursos, estados e municípios terão maior autonomia financeira para atender as peculiaridades de suas regiões.",direita
"Ao contrário do que propõem nossos adversários, SOMOS CONTRA QUALQUER TIPO DE CONTROLE SOCIAL DA MÍDIA E INTERNET.",direita
"Sabemos da importância da liberdade de imprensa. Quando cobre os fatos, sem ativismo político e parcialidade, a mídia cumpre seu papel valoroso de informar as pessoas. Apesar do claro aparelhamento, ainda há uma parte que não se rendeu ao sistema e realiza muito bem esta função.",direita
"Há preconceito quando fala-se em escolas coordenadas por militares, mas já foi mais que provado o sucesso deste modelo. No Amazonas, por exemplo, uma escola localizada em área pobre, dominada pela criminalidade e de baixíssimo desempenho se tornou referência nacional em educação.",direita
"Os males e prejuízos da corrupção atingem a população de todas as formas. É ela que fica sem leito no hospital, sem segurança nas ruas e sem dinheiro no bolso. É isso que queremos impedir. Um governo corrupto estimula o crime em todas as esferas. Vamos governar pelo exemplo!",direita
"A questão ideológica é tão, ou mais grave, que a corrupção no Brasil. São dois males a ser combatido. O desaparelhamento do Estado, e o fim das indicações políticas, é o remédio que temos para salvar o Brasil.",direita
"Historicamente são milhares as fraudes no Bolsa Família, que vão de políticos até curioso caso de animal doméstico. São milhões que deixam de chegar às famílias que realmente  precisam, perpetuando a miséria. Garantir a destinação correta já resultará num grande impacto positivo.",direita
"Não é de hoje que falo: não podemos continuar com essa política que busca apoio através de distribuição de cargos, ministérios e diretorias. Esse é um dos principais focos de corrupção e ineficiência do Estado.",direita
"Estamos presenciando um exemplo prático do que é um país com sua soberania ameaçada. Justiça, investigacões, leis, penas, nada disso tem significado diante desta situação. Parte de nossa missão é justamente garantir essa soberania para que nossas leis sejam devidamente cumpridas!",direita
"Como já foi falado, reafirmo aqui meu compromisso de extraditar o terrorista Cesare Battisti, amado pela esquerda brasileira, imediatamente em caso de vitória nas eleições. Mostraremos ao mundo nosso total repúdio e empenho no combate ao terrorismo. O Brasil merece respeito!",direita
"A independência é o único caminho para ter um governo que atenda às demandas da população, que são em primeiro lugar SEGURANÇA e EMPREGO! Sem estar livre de acordões, tudo que é falado daí em diante não passa de conversa pra boi dormir.",direita
"Quase 40% dos estudantes no ensino superior são analfabetos funcionais. Precisamos redirecionar os jovens para o conhecimento. Ninguém quer saber de aluno sendo doutrinado em sala de aula para se tornar um militante. Queremos bons profissionais, isso que dará retorno à sociedade!",direita
"O acontece em Fortaleza nesta semana e no Brasil como um todo nas últimas décadas é reflexo de um país onde reina a impunidade e a priorização dos vagabundos. É preciso mudar esta mentalidade, não há razão para atender bandido antes do que quer a população: segurança e liberdade.",direita
"O politicamente correto é uma das táticas da esquerda para fazer o que sempre fizeram em países que implementaram seu plano de poder: aos simpatizantes tudo, aos adversários a forca e à população o controle, a mordaça e nada mais.",direita
"O brasileiro respira aliviado com a decisão do STF pela não obrigatoriedade do imposto sindical? Sim, mas ainda é muito pouco para quem trabalha grande parte do ano só para pagar tributos e sustentar a máquina corrupta que não traz retorno algum para nosso país.",direita
"Ninguém vê qualquer um desses que me acusam de ser antidemocrático se posicionarem contra o controle da mídia e internet, que, quando livres, ajudam a sustentar a democracia e se tornam uma grande resistência ao plano de poder da esquerda e suas várias faces.",direita
"Ninguém conhece melhor os problemas de uma cidade do que aqueles que nela vivem, por isso é necessário descentralizar o poder que hoje se concentra em Brasília, de modo que governos e prefeituras tenham mais autonomia sob os recursos destinados.",direita
"Leis, normas e diretrizes que colocam todos os cidadãos cada dia mais vulneráveis à violência. Somente transformando a cultura da defesa de direitos humanos que defende somente os direitos de quem não era para ter direito é que começaremos o verdadeiro crescimento de nosso país.",direita
"Temos nos empenhado ao máximo na busca de soluções viáveis para nossa economia enfim acontecer, mas de nada adiantará se o cidadão e a cidadã ainda não puderem andar nas ruas sem medo de assalto, estupro, sequestro, e outras barbaridades. É fato: não há liberdade sem segurança!",direita
"Qualquer política que tenha como consequência a segregação da sociedade, como se os fins justificassem os meios, não receberá nosso apoio. Chega de colocarem pais contra filhos, homens contra mulheres, negros contra brancos. Para o Brasil voltar a crescer, também é preciso união!",direita
"A favorita para vencer o pregão das urnas eletrônicas, nada mais é do que a sempre usada em situações suspeitas, SMARTMATIC. Continuamos insistindo para a aplicação da lei do voto impresso desde sua fase embrionária.",direita
"O terreno onde há mais esquerdopatas em ação é o twitter. Pessoas com pensamentos diferente deles, têm que se mobilizar e os contrapor com a verdade também nesta rede social. Suas ideias precisam ser combatidas por todos os campos. Certo que o jogo vai virando e logo chegarão lá!",direita
"Defendo o direito à arma pro cidadão de bem e fuzil para o homem do campo se defender do terrorismo. Sou contra o governo controlar mídia e internet. Nem eu nem meus filhos estão envolvidos em corrupção. A diferença entre eu e Lula, antes mesmo da ideologia, está no caráter!",direita
"A esquerda tenta há muito calar a mídia e eu jamais propus tal absurdo. Rouba bilhões e desvia dos brasileiros dando também para ditaduras e países do Foro de SP. A esquerda, nas escolas, diz que o socialismo é o paraíso e o capitalismo é o inferno...e o Bolsonaro que é o perigo?",direita
"Queremos negociar com o mundo todo, inclusive com a China. A questão é como esses negócios devem ser feitos: com critérios, respeitando nossa legislação, soberania nacional e autonomia. O Brasil é grande!",direita
"Parabéns ao primeiro-ministro Shinzo Abe pela vitória nas eleições do Japão, país que temos grande respeito! Se depender de nós, o Brasil estará pronto para uma aproximação cada vez maior!",direita
Infelizmente a Constituição não permite o trabalho obrigatório para presos. A sociedade não merece sustentar quem a aterroriza diariamente!,direita
"Se o marginal não quer perder direitos, que pense 1000 vezes antes de matar ou estuprar alguém. Cadeia também é pra pagar seus erros, não é colônia de férias!",direita
"A população é que deve ser respeitada pelo preso. Temos cidadãos honestos desempregados vivendo em péssimas condições, priorizar bandido é uma afronta grave à sociedade que sangra nas mãos destes delinquentes.",direita
"Precisamos de Banco Central independente para definir metas, diminuir juros, reduzir inflação e obter previsibilidade econômica.",direita
"Controle da internet mais a regulação da mídia tem principal objetivo de barrar o crescimento de veículos independentes, ou seja, nós!",direita
"Repito: no que depender de mim, propostas para liberar o aborto no Brasil terão o meu veto e o dinheiro dos brasileiros não financiará ONGs que promovem esta prática.",direita
"O brasileiro desta vez tem a opção de escolher alguém que pegue firme contra a violência, a favor do livre mercado, contra o aborto e a doutrinação ideológica na educação, livre de acordões políticos e a favor da redução da maioridade penal. Mudaremos juntos a direção do Brasil!",direita
"Desenvolver a Região Amazônica e prestar serviços ambientais sem agredir a natureza.Grande desafio, para todos nós. Seremos capazes?",direita
"Brasil investe em políticas corporativas de Segurança da Informação, sem impedir o livre acesso às redes sociais. Isto é muito positivo.",direita
A matriz energética do nosso país não pode prescindir das energias solar e eólica. Particularmente na nossa região Nordeste.,direita
"É importante o fortalecimento do vínculo entre governo, empresas privadas e mundo acadêmico.",direita
A falta de preocupação do setor privado não é uma atitude patriótica e nem inteligente.,direita
É importante que a iniciativa privada participe da formação de recursos humanos e evite trazer para o Brasil técnicos vindos do exterior.,direita
É preciso mais investimentos em educação para que o Brasil possa atender as demandas profissionais que estão por vir com os investimentos...,direita
"Ministério da Economia estuda reduzir impostos de empresas, gerando competitividade interna, empregos, barateamento do produto e competitividade também no exterior, a exemplo de Donald Trump , nos EUA.",direita
"Negar que hoje temos um problema que pode gerar uma catástrofe econômica que afetará a todos, principalmente os mais pobres, seria total irresponsabilidade com a população brasileira. Não queremos mentiras agradáveis! Nosso compromisso é com a verdade!",direita
"Como esperado, uma plataforma de planejamento de viagens mostrou que a procura de estrangeiros interessados em visitar o Brasil já cresceu 36% após anunciarmos a liberação de visto para turistas da Austrália, Estados Unidos, Canadá e Japão. Ganha o nosso turismo e nossa economia!",direita
"Nos dias 22 de março e 5 de abril serão leiloadas 10 áreas portuárias que trarão investimentos e empregos no setor e em sua capilarização. Os portos são em Vitória (ES), Cabedelo (PB, Vila do Conde e Miramar no (PA) e podem render neste momento inicial na ordem de R$700 milhões.",direita
Sabemos que uma das principais reclamações do brasileiro é o preço do combustível e temos conversado com os ministérios responsáveis para absorver tal demanda e até poder diversificar. lembro que os estados carrregam consigo enorme responsabilidade na tributação dos combustíveis.,direita
"Brasil e os EUA assinaram acordo de salvaguardas tecnológicas para permitir o uso comercial do centro de lançamento de Alcântara, no Maranhão. O acordo prevê que os EUA poderão lançar satélites e foguetes da base maranhense. O território continuará sob jurisdição brasileira.",direita
"Decretamos o estabelecimento de critérios mais rígidos para ocupação de cargos comissionados no Governo. Dentre as novas regras estabelecidas, destaco a inclusão da Lei da Ficha Limpa como critério para contratação de novos servidores. (Decreto 9727/2019).",direita
"Na campanha, firmei o compromisso de enxugar a máquina pública e torná-la eficiente. Assinei decreto que extingue 21.000 cargos comissionados da esfera federal. Economia de quase R$195 MILHÕES de dinheiro público e ainda há muito o que fazer! ESTAMOS CUMPRINDO NOSSA MISSÃO!",direita
"Estima-se que com a aprovação da Nova Previdência serão criados 8 milhões de novos empregos formais, além de garantir os benefícios dos atuais aposentados e aliviar os mais pobres, que pagarão ainda menos do que pagam hoje. Mente quem diz que a proposta beneficia os mais ricos!",direita
Se não ler as notícias é desinformado... se as ler ficará mal informado.,direita
"No próximo dia 19/03 embarco para os EUA, onde, dentre outros compromissos, me encontrarei com o Presidente Donald Trump . Uma grande oportunidade de retomar os fortes laços entre nossas nações na busca de um ocidente com liberdade e prosperidade. Temos muito a somar!",direita
"Os avanços que o Brasil precisa dependem da aprovação da Nova Previdência. É a partir dela que o país terá condições de estabilizar as contas, potencializar investimentos, viabilizar uma rígida reforma tributária e enxugar ainda mais a máquina pública, reduzindo nossas estatais.",direita
"Como prometido, dando continuidade à obras, objetivamos dar inicio à outras, se assim o orçamento permitir, além de criar dispositivos para que concessões de portos, aeroportos e rodovias possam ser feitos e o Brasil possa prosperar. Este é nosso compromisso.",direita
"Enquanto acharem que somente escolas educam e que outros fatores puramente sozinhos é que farão o país crescer, o Brasil não evoluirá como gostaríamos. Olavo de Carvalho vem explicando este fenômeno há anos e seus alunos vem deixando um legado. O Brasil tem jeito.",direita
"Palavras minhas: é urgente que o Congresso aprecie matérias para que os agentes de segurança pública ou não, usem da letalidade para defender a população, caso precisem e estejam amparados por lei para que possamos resgatar a paz diante do terror que vivemos em todo Brasil.",direita
"Nós estamos mudando o Brasil! Resgatar o crescimento de nossa economia é um dos primeiros passos rumo a prosperidade. Se tudo correr como planejamos, avançando nas mudanças necessárias, o Brasil aumentará consideravelmente seus investimentos. Ganha a população brasileira.",direita
Dados iniciais revelam indícios muito fortes que a máquina está sendo usada para manutenção de algo que não interessa ao Brasil. Sabemos que isto pode acarretar greves e movimentos coordenados prejudicando o brasileiro. Em breve muito mais informações para o bem de nosso país.,direita
"Investir em portos é extremamente essencial no dinamismo  e aumento da capacidade de exportações e importações, além de movimentar a empregabilidade e desenvolvimento das regiões citadas.",direita
"Há alguns anos, expressar simples opiniões contrárias ao pensamento esquerdista era tabu. Hoje, as posições que predominam na população são propagadas cada vez mais. Que esse movimento continue crescendo e evoluindo!",direita
"Descentralização do poder: + Brasil - Brasília. Todos ganham, a população fiscalizadora, os estados e municípios. Esta é a linha de ação do governo federal. Não importa de que partido seja! O momento agora é de união, como ações provadas em tweets anteriores.",direita
"Nenhuma outra proposta de reforma foi tão firme contra privilégios. Está claro no texto da Nova Previdência: quem tem menos, paga menos. É preciso consciência. A mudança é dura, mas necessária. Devemos assegurar o futuro sustentável do Brasil e dos brasileiros. Estamos juntos!",direita
A luta é diária para que deixemos um recado cultural verdadeiro em nosso país. Vamos juntos dando passos largos e jamais esquecendo que o “conhecimento liberta e a doutrinação aprisiona!”,direita
Diminuição de interferência do estado e dos custos financeiros para os cidadãos são promessas de campanha que vamos cumprindo. Mais notícias como esta já foram anunciadas e continuarão sendo nossas prioridades sempre que possíveis.,direita
Reintegrar os índios à sociedade levando até a estes condições para que possam se sentir brasileiros e não apenas serem tratados como massa de manobra e divisão do povo para contemplar planos de poder. Temos o povo mais miscigenado do mundo e somos todos iguais!,direita
"Na próxima terça-feira apresentaremos projeto de lei Anticrime ao Congresso. Elaborado pelo Ministro Sérgio Moro o mesmo visa endurecer as penas contra assassinos, líderes de gangues e corruptos.",direita
"Muito além de investir, devemos garantir que investimentos sejam bem aplicados e gerem resultados. Partindo dessa determinação, o Ministro Professor Ricardo Velez apurou vários indícios de corrupção no âmbito do MEC em gestões passadas. Daremos início à Lava Jato da Educação!",direita
"Para maior transparência e melhor empregabilidade do dinheiro público, Informamos que todos os patrocínios da Petrobras estão sob revisão, objetivando enfoque principal dos recursos para a educação infantil e manutenção do empregado à Orquesta Petrobras.",direita
"Governos passados visavam “negócios” somente pelo lado ideológico, quase destruindo o Brasil. Pela manutenção no poder usavam o dinheiro público patrocinando governos companheiros de formas desinteressantes para nosso país. Sem este viés estamos mudando a direção da nação!",direita
"Fomentar o pequeno comércio é um dos meios de se valorizar e expandir culturas regionais, com geração de empregos e crescimento econômico local!",direita
São cada vez mais positivas as impressões que recebemos. A confiança no futuro do Brasil vem sendo restabelecida através de compromissos sólidos e eficientes para nossa economia. Temos um claro objetivo: colocar nosso país entre os 50 melhores para se fazer negócios no mundo!,direita
"Foro de SP consiste no grupo de países e grupos ideologicamente alinhados usando o dinheiro dos cidadãos para a manutenção de seus companheiros no poder em nome do chamam de Pátria Grande Bolivariana. Graças a Deus, a economia e sociedade destes comungados foram deflagrados!",direita
"Assinamos hoje, Medida Provisória que foca o combate de fraudes no INSS, podendo poupar cerca de R$10 bilhões por ano aos cofres públicos.",direita
"Ligamos hoje para o Presidente da Colômbia, Ivan Duque, para prestar nossa solidariedade diante do atentado terrorista que matou e feriu dezenas de pessoas em Bogotá, além de reiterar o total apoio do Brasil no combate ao terrorismo.",direita
Estamos acompanhando atentamente a apuração dos fatos. Estendo a mão ao Presidente Ivan Duque e reafirmo o compromisso do Brasil em combater duramente o terrorismo e o crime organizado. Conte conosco!,direita
"Mostrarei nosso desejo de fazer comércio com o mundo todo, prezando pela liberdade econômica, acordos bilaterais e saúde fiscal. Com esses pilares, o Brasil caminhará na direção do pleno emprego e da prosperidade. Espero trazer boas experiências e avanços ao nosso país!",direita
"Na próxima semana embarco rumo a Davos, Suíça, para participar do Fórum Econômico Mundial. Estou confiante e feliz com essa grande oportunidade de apresentar a líderes do mundo todo um Brasil diferente, livre das amarras ideológicas e corrupção generalizada.",direita
"Marginais, por explosão, derrubaram torre de transmissão sobre a BR 020 no Ceará. Em 24hs nosso Ministro das Minas e Energia providenciou o restabelecimento da rede e desobstrução da rodovia. Com garantia jurídica e tipificação desses atos em terrorismo venceremos essa guerra.",direita
"- Ao criminoso  não interessa o partido desse ou daquele governador. Hoje ele age no Ceará, amanhã em SP, RS ou GO. - Suas ações, como incendiar, explodir, ... bens públicos ou privados, devem ser tipificados como TERRORISMO. - O PLS 272/2016 do Sen Lasier Martins é louvável.",direita
"A Bolsa de valores atingiu mais uma máxima histórica. O cenário mundial  somou-se ao otimismo no Brasil com o novo governo. Com saúde fiscal e liberdade econômica, vamos resgatar a confiança em nosso país!",direita
Na gestão anterior a AGU manifestou-se a favor da prisão somente após o esgotamento de todos os recursos. Esse posicionamento será revisto pelo nosso governo em sentido favorável ao cumprimento da pena após condenação em segunda instância. Vamos combater a impunidade!,direita
"Com poucos dias de governo, não só a caixa preta do BNDES, mas de outros órgãos estão sendo levantados e serão divulgados. Muitos contratos foram desfeitos e serão expostos, como o de R$ 44 milhões para criar criptomoeda indígena que foi barrado pela Ministra Damares e outros.",direita
"Meliantes se autoagridem para que AUDIÊNCIA DE CUSTÓDIA, na frente do juiz e do policial se vitimizem e digam que tiveram os direitos humanos desrespeitados e então sejam soltos, desmotivando os agentes de segurança, criando o ciclo da impunidade! Juntos, isso tem que mudar!",direita
"Apesar do Governo do estado do Ceará ser do PT e realizar forte oposição a nós, jamais abandonaríamos o povo cearense neste momento de caos.",direita
"Sem garantias necessárias para os agentes de segurança pública agirem em prol do cidadão de bem, a diminuição dos crimes não vai ocorrer na velocidade que o brasileiro exige. Os poderes legislativo, executivo e judiciário têm que assumir este compromisso urgentemente.",direita
"Rapidamente atrairemos investimentos iniciais em torno de R$ 7 bi, com concessões de ferrovia, 12 aeroportos e 4 terminais portuários. Com a confiança do investidor sob condições favoráveis à população resgataremos o desenvolvimento inicial da infraestrutura do Brasil.",direita
"Israel é referência mundial em tecnologia para diversos serviços e isso nos interessa. Não há razão para criticar o diálogo, muito menos quando a crítica vem de quem nada fez, só destruiu e roubou o país. Queremos o melhor para o Brasil e para a população brasileira!",direita
"Em meu governo, que terá início em janeiro de 2019, um PERFIL TÉCNICO ocupará a ANVISA, algo que infelizmente é SECUNDÁRIO diante da importância da Agência. Um órgão que terá o merecido valor para o desenvolvimento da medicina e outras responsabilidades.",direita
"Países com mais liberdade econômica no mundo possuem taxas baixíssimas de desemprego. Nós seguiremos este rumo. Nós criaremos emprego como nunca! O Norte e o Nordeste crescerão! Sul, Sudeste e Centro-Oeste voltarão a crescer! O Brasil será uma grande nação!",direita
