texto,rotulo,texto_limpo
"Todo o apoio à deputada Beatriz Cerqueira (PT), presidente da Comissão de Educação da ALMG, que está sendo sabotada pelo machismo de deputados do PSL e do Novo. O Coronel Sandro, do PSL, chegou a mandar Beatriz calar a boca, numa reunião",esquerda,todo apoio deputada beatriz cerqueira pt presidente comissão educação almg sendo sabotada machismo deputados psl novo coronel sandro psl chegou mandar beatriz calar boca reunião
" Se a condenação no 1º processo tinha por objetivo impedir a candidatura de Lula à presidência, agora a intenção é retirá-lo definitivamente da vida política. Na prática, as duas condenações somadas tentam lhe impor uma prisão perpétua.",esquerda,condenação º processo objetivo impedir candidatura lula presidência agora intenção retirá lo definitivamente vida política prática duas condenações somadas tentam impor prisão perpétua
"Afirmar que as mortes de Marielle e Anderson podem ter sido “crime de ódio”, como disseram os investigadores, é como admitir que 2 dos maiores matadores de aluguel do Rio são suscetíveis a sentimentos pessoais em relação às suas vítimas.",esquerda,afirmar mortes marielle anderson podem ter sido “crime ódio” disseram investigadores admitir maiores matadores aluguel rio suscetíveis sentimentos pessoais relação vítimas
"O Golpe de 64: Na ditadura, a oposição foi atacada com toda a violência do Estado: 434 pessoas foram assassinadas, de acordo com a Comissão da Verdade. Entre essas, 212 ainda estão desaparecidas. As famílias jamais encontraram os corpos.",esquerda,golpe ditadura oposição atacada toda violência estado pessoas assassinadas acordo comissão verdade ainda desaparecidas famílias jamais encontraram corpos
" Confirma os temores do deputado Jean Wyllys o fato de o Presidente da República comemorar sua decisão. É terrível que uma autoridade defenda milícias, é estarrecedor que um candidato tenha ameaçado seus opositores com exílio e prisão.",esquerda,confirma temores deputado jean wyllys fato presidente república comemorar decisão terrível autoridade defenda milícias estarrecedor candidato ameaçado opositores exílio prisão
O porte de armas irrestrito e amplamente liberado a toda população vai dar instrumento para que o assassinato massivo se torne endêmico e cotidiano. A lei anticrime do minisro Moro é o encontro marcado com tragédias como a de Suzano,esquerda,porte armas irrestrito amplamente liberado toda população vai dar instrumento assassinato massivo torne endêmico cotidiano lei anticrime minisro moro encontro marcado tragédias suzano
"Tratamos as vítimas de rompimento de barragens como vítimas de desastres naturais para que aquelas pudessem receber com presteza o dinheiro do FGTS. Os bolsominions parecem não saber o que é uma questão humanitária, nem sua urgência.",esquerda,tratamos vítimas rompimento barragens vítimas desastres naturais pudessem receber presteza dinheiro fgts bolsominions parecem saber questão humanitária urgência
"O Golpe de 64: Segundo a Comissão da Verdade, mais de 300 pessoas, entre militares, agentes e até mesmo ex-presidentes, foram responsabilizadas por detenções ilegais e de tortura, execuções, desaparecimentos e ocultação de cadáveres.",esquerda,golpe segundo comissão verdade pessoas militares agentes ex presidentes responsabilizadas detenções ilegais tortura execuções desaparecimentos ocultação cadáveres
"O Golpe de 64: No auge da ditadura, estudantes e ativistas lutaram contra o regime militar. Um foi Stuart Angel Jones, assassinado em 1971, aos 24 anos, depois de ser brutalmente torturado por agentes do Cisa. Está “desaparecido”.",esquerda,golpe auge ditadura estudantes ativistas lutaram contra regime militar stuart angel jones assassinado anos brutalmente torturado agentes cisa “desaparecido”
"O Golpe de 64: Na ditadura, muitas famílias jamais conseguiram informações sobre o paradeiro dos filhos. Foi o caso da estilista Zuzu Angel. O filho Stuart Angel foi assassinado pelo Estado em 1971. Zuzu foi assassinada em 1976.",esquerda,golpe ditadura muitas famílias jamais conseguiram informações sobre paradeiro filhos caso estilista zuzu angel filho stuart angel assassinado estado zuzu assassinada
"Marielle não foi morta porque os atiradores não gostavam dela. Alguém os contratou para matá-la. O crime só estará realmente esclarecido quando os mandantes forem presos. Até lá, eles estão livres para alugar outros matadores.",esquerda,marielle morta porque atiradores gostavam alguém contratou matá la crime estará realmente esclarecido mandantes presos lá livres alugar outros matadores
"ATOS EM DEFESA DA LIBERDADE DE LULA Hoje, acontecem, em Curitiba (PR) e São Paulo, atos em defesa da liberdade do ex-presidente. Outros atos também estão previstos nas cidades de Cuiabá e Porto Alegre. PARTICIPEM!",esquerda,atos defesa liberdade lula hoje acontecem curitiba pr paulo atos defesa liberdade ex presidente outros atos previstos cidades cuiabá porto alegre participem
"O absurdo estarrecedor é que, neste trágico dia em que assistimos à morte de 10 pessoas e o ferimento de outras 9, o Presidente da República tenha o desplante de anunciar uma lei propondo maior acesso a armas.",esquerda,absurdo estarrecedor neste trágico dia assistimos morte pessoas ferimento outras presidente república desplante anunciar lei propondo maior acesso armas
"LULA, HERÓI DA CLASSE TRABALHADORA Um homem perseguido. Um processo sem provas. Um julgamento parcial. Um preso político.",esquerda,lula herói classe trabalhadora homem perseguido processo provas julgamento parcial preso político
" Cotado para o Prêmio Nobel da Paz, Lula tem sua cidadania interditada e seus direitos básicos suprimidos. Mas as condenações, maculadas por erros flagrantes, não farão com que se dobre aos seus algozes.",esquerda,cotado prêmio nobel paz lula cidadania interditada direitos básicos suprimidos condenações maculadas erros flagrantes farão dobre algozes
" A derrubada do decreto que desfigurava a Lei de Acesso à Informação, criada por Lula e sancionada por mim em 2012, preserva o dever de transparência do estado e o direito do povo à informação pública.",esquerda,derrubada decreto desfigurava lei acesso informação criada lula sancionada mim preserva dever transparência estado direito povo informação pública
" O deputado Jean Wyllys, defensor dos direitos humanos – das mulheres, dos homossexuais e LGBTIs, da população negra e do povo trabalhador de nosso país – renunciou ao seu mandato e vai exilar-se.",esquerda,deputado jean wyllys defensor direitos humanos mulheres homossexuais lgbtis população negra povo trabalhador país renunciou mandato vai exilar
"Amanhã, dia 8 de março, Dia Internacional da Mulher, estaremos tratando das políticas para mulheres nos governos do PT, em um bate-papo na TV . Acompanhe nas nossas redes sociais, a partir das 14h.",esquerda,amanhã dia março dia internacional mulher estaremos tratando políticas mulheres governos pt bate papo tv acompanhe redes sociais partir h
"O Golpe de 64: Na ditadura, reuniões eram proibidas e votar pra prefeito, governador e presidente também. Repressão e brutalidade eram palavras de ordem. O ódio era semeado contra os opositores.",esquerda,golpe ditadura reuniões proibidas votar pra prefeito governador presidente repressão brutalidade palavras ordem ódio semeado contra opositores
"Mas é inadmissível que um Presidente possa se orgulhar ou comemorar algum desses fatos. Sua missão é respeitar a Constituição, defender a democracia, honrar seu país e dignificar seu cargo.",esquerda,inadmissível presidente possa orgulhar comemorar algum desses fatos missão respeitar constituição defender democracia honrar país dignificar cargo
"NÃO HÁ DEMOCRACIA SEM #LULALIVRE O maior líder popular do Brasil continua no cárcere, e é um preso político. ",esquerda,democracia lulalivre maior líder popular brasil continua cárcere preso político
"De todos as combatentes que denunciaram assassinatos e abusos cometidos pela ditadura militar, durante os anos de chumbo, a figura de Eunice Paiva é uma daquelas que permanecem para sempre vivas e cheias de força em nossos corações.",esquerda,todos combatentes denunciaram assassinatos abusos cometidos ditadura militar durante anos chumbo figura eunice paiva daquelas permanecem sempre vivas cheias força corações
"Adotada pela ONU em 10 de dezembro de 1948, a Declaração Universal dos Direitos Humanos (DUDH) faz 70 anos hoje. Continua atual, continua necessária e, infelizmente, continua sendo desrespeitada, inclusive no Brasil.",esquerda,adotada onu dezembro declaração universal direitos humanos dudh faz anos hoje continua atual continua necessária infelizmente continua sendo desrespeitada inclusive brasil
"Se a DUDH fosse respeitada, capangas encapuzados não teriam assassinado a tiros dois militantes do MST, há dois dias, num acampamento de trabalhadores sem-terra no interior da Paraíba.",esquerda,dudh respeitada capangas encapuzados assassinado tiros dois militantes mst dois dias acampamento trabalhadores terra interior paraíba
"Se a DUDH fosse cumprida, o presidente que assume dia 1º não teria anunciado que vai tratar o MST e o MTST como grupos terroristas. e nem teria dito isto: “Àqueles que me questionam se eu quero que mate esses vagabundos, eu quero, sim”.",esquerda,dudh cumprida presidente assume dia º anunciado vai tratar mst mtst grupos terroristas dito “àqueles questionam quero mate vagabundos quero sim”
"Se a DUDH fosse obedecida, o maior líder popular do nosso país, Lula, não estaria preso e isolado há quase oito meses, sem culpa provada e em desrespeito a uma determinação da ONU, apenas para ser afastado da eleição, da política, da sua cidadania e da sua família",esquerda,dudh obedecida maior líder popular país lula estaria preso isolado quase oito meses culpa provada desrespeito determinação onu apenas afastado eleição política cidadania família
"Se a DUDH fosse acatada, Temer não teria permitido que, no ano passado, 1,7 milhão de brasileiros voltassem à pobreza extrema, retrocesso que deve levar o Brasil de volta ao Mapa da Fome da ONU, do qual havia sido retirado no meu governo.",esquerda,dudh acatada temer permitido ano passado milhão brasileiros voltassem pobreza extrema retrocesso deve levar brasil volta mapa fome onu havia sido retirado governo
"Se a DUDH fosse seguida, o assassinato de Marielle Franco e Anderson Gomes não teria ocorrido e não estaria completando 9 meses sem que seus autores e mandantes tivessem sido presos. Por tudo isto, a adoção da Declaração Universal dos Direitos Humanos ainda depende da nossa luta",esquerda,dudh seguida assassinato marielle franco anderson gomes ocorrido estaria completando meses autores mandantes sido presos tudo adoção declaração universal direitos humanos ainda depende luta
"Criado por Lula, em 2003, e instituído como data nacional no meu governo, em 2011, o Dia Nacional da Consciência Negra é mais do que uma data para lembrar o herói Zumbi dos Palmares. É dia de reflexão sobre as sequelas ainda vivas e dolorosas de 300 anos de escravidão",esquerda,criado lula instituído data nacional governo dia nacional consciência negra data lembrar herói zumbi palmares dia reflexão sobre sequelas ainda vivas dolorosas anos escravidão
"Nada foi mais violento, desumano e definidor da sociedade brasileira do que 3 séculos de exploração do trabalho escravo. Por isto, para os brasileiros, o Dia da Consciência Negra deve ser dia de celebração da luta dos excluídos  por liberdade e por direitos",esquerda,nada violento desumano definidor sociedade brasileira séculos exploração trabalho escravo brasileiros dia consciência negra deve dia celebração luta excluídos liberdade direitos
"Neste dia, saúdo mulheres negras que lutaram contra a escravidão, como Zacimba Gaba, Dandara dos Palmares, Maria Felipa de Oliveira... E presto tributo a Marielle Franco, me solidarizando com as milhões de mulheres negras que sofrem preconceito e violência",esquerda,neste dia saúdo mulheres negras lutaram contra escravidão zacimba gaba dandara palmares maria felipa oliveira presto tributo marielle franco solidarizando milhões mulheres negras sofrem preconceito violência
"A participação política das mulheres em todas as esferas de poder é  fundamental no século XXI. Dá conteúdo à democracia e permite reverter o crescimento da desigualdade social, de gênero e racial. No Brasil, no contigente dos excluídos, estão sobretudo  mulheres negras.",esquerda,participação política mulheres todas esferas poder fundamental século xxi dá conteúdo democracia permite reverter crescimento desigualdade social gênero racial brasil contigente excluídos sobretudo mulheres negras
"A expressiva  participação das mulheres no Congresso dos EUA deve ser saudada tanto por sua diversidade como tamanho relativo. Foram eleitas, pela primeira vez,   mulheres  mulçumanas, negras, indígenas, de origem espânica. Eleitas governadoras em vários estados.",esquerda,expressiva participação mulheres congresso eua deve saudada tanto diversidade tamanho relativo eleitas primeira vez mulheres mulçumanas negras indígenas origem espânica eleitas governadoras vários estados
"O Brasil não crescerá sem democracia. Vamos marchar juntos contra os monstros do ódio, do atraso e da violência!",esquerda,brasil crescerá democracia vamos marchar juntos contra monstros ódio atraso violência
"O q ocorre em Minas, e certamente em todo o país, tem, pela covardia, características de um massacre, cometido por homens misóginos e machistas, que não sabem respeitar sequer o direito da mulher à vida. Às mulheres, resta se unir, denunciar e buscar ajuda contra seus agressores.",esquerda,q ocorre minas certamente todo país covardia características massacre cometido homens misóginos machistas sabem respeitar sequer direito mulher vida mulheres resta unir denunciar buscar ajuda contra agressores
"Antes da Lei do Femicídio, @LulaOficial havia criado a Lei Maria da Penha, que tornou crime a agressão às mulheres. No nosso governo, criamos a Casa da Mulher Brasileira, que acolhia, oferecia proteção e apoio jurídico, c/ varas especializadas, às mulheres agredidas ou ameaçadas.",esquerda,antes lei femicídio lulaoficial havia criado lei maria penha tornou crime agressão mulheres governo criamos casa mulher brasileira acolhia oferecia proteção apoio jurídico c varas especializadas mulheres agredidas ameaçadas
"Nós, mulheres, devemos nos mobilizar para fazer valer a letra da lei.",esquerda,mulheres devemos mobilizar fazer valer letra lei
"A lei do Feminicídio, assinada em 8 de março de 2015, no meu governo, tornou crime inafiançável o assassinato de mulheres, assegurando que o assassino não poderia se safar da justiça. Até então, alegava-se crime de honra e, na maioria das vezes, a impunidade era a regra.",esquerda,lei feminicídio assinada março governo tornou crime inafiançável assassinato mulheres assegurando assassino poderia safar justiça então alegava crime honra maioria vezes impunidade regra
"Os dados, do TJMG, são chocantes: nos primeiros seis meses do ano houve 68.121 agressões a mulheres em Minas. Um número espantoso, que chega a ser 7 vezes maior que o de acidentes de carro. E o volume de agressões é bem maior, já que muitas mulheres não vão à polícia.",esquerda,dados tjmg chocantes primeiros seis meses ano agressões mulheres minas número espantoso chega vezes maior acidentes carro volume agressões bem maior muitas mulheres vão polícia
"A notícia de que entre janeiro e junho deste ano uma mulher foi assassinada por dia em Minas, divulgada em relevante reportagem do jornal @OTempo, exige de todas nós uma tomada de posição firme contra este verdadeiro feminicídio.",esquerda,notícia janeiro junho deste ano mulher assassinada dia minas divulgada relevante reportagem jornal otempo exige todas tomada posição firme contra verdadeiro feminicídio
"Repudiamos o preconceito de quem é indiferente ao amor verdadeiro de milhões de mulheres, mães e avós. Meu respeito e admiração a todas elas.",esquerda,repudiamos preconceito indiferente amor verdadeiro milhões mulheres mães avós respeito admiração todas
"Ainda não estamos satisfeitos. Queremos mais empregos para os brasileiros! A corrupção de governos anteriores jogaram o nosso país na lama e muitas pessoas ainda sentem as consequências desse mal, mas estamos determinados a mudar de vez os rumos do nosso Brasil!",direita,ainda satisfeitos queremos empregos brasileiros corrupção governos anteriores jogaram país lama muitas pessoas ainda sentem consequências desse mal determinados mudar vez rumos brasil
"Desde Janeiro estamos crescendo. Para comparar, em relação a Fevereiro do ano passado o saldo de novos empregos foi quase 3 vezes maior. Desconfiem de quem só quer causar o caos e a desordem. O Brasil está acima de interesses pessoais. Bom fim de semana a todos! Vamos em frente!",direita,desde janeiro crescendo comparar relação fevereiro ano passado saldo novos empregos quase vezes maior desconfiem quer causar caos desordem brasil acima interesses pessoais bom fim semana todos vamos frente
"Cidadãos de vários estados brasileiros passaram sufoco nos últimos anos pela falta de pagamento de suas aposentadorias. Se permanecermos no atual sistema, a tendência é que isso se repita em escala nacional. Caos total! É fato! Por isso que se faz necessária a Nova Previdência!",direita,cidadãos vários estados brasileiros passaram sufoco últimos anos falta pagamento aposentadorias permanecermos atual sistema tendência repita escala nacional caos total fato faz necessária nova previdência
"Brasil criou cerca de 211.000 novas vagas de trabalho com carteira assinada nos dois primeiros meses do ano. A visão liberal de nosso governo passa confiança à economia real, e os empresários começaram a contratar mais.",direita,brasil criou cerca novas vagas trabalho carteira assinada dois primeiros meses ano visão liberal governo passa confiança economia real empresários começaram contratar
"Por anos denunciei a proteção dada ao terrorista, aqui tratado como exilado político. Nas eleições, firmei o compromisso de mandá-lo de volta à Itália para que pagasse por seus crimes. A nova posição do Brasil é um recado ao mundo: não seremos mais o paraíso de bandidos!",direita,anos denunciei proteção dada terrorista aqui tratado exilado político eleições firmei compromisso mandá lo volta itália pagasse crimes nova posição brasil recado mundo paraíso bandidos
"No Brasil as concessões visam combater a corrupção e mudar a economia. Para tal, temos que tirar do Estado o que puder para ser administrado pelo setor privado.",direita,brasil concessões visam combater corrupção mudar economia tal tirar estado puder administrado setor privado
No Brasil as privatizações visam o combate à corrupção bem como a geração de renda e empregos. Seguimos o prometido durante a campanha: tirar do Estado tudo o que puder ser administrado pela iniciativa privada.,direita,brasil privatizações visam combate corrupção bem geração renda empregos seguimos prometido durante campanha tirar estado tudo puder administrado iniciativa privada
"Jornalistas maldosos falaram recentemente em mal estar no mercado gerado pelo governo. Pois bem, a Bolsa de Valores atingiu hoje mais uma marca histórica. As expectativas geradas pelas ações do governo são as melhores e notícias positivas só aparecem. BRASIL ACIMA DE TUDO",direita,jornalistas maldosos falaram recentemente mal mercado gerado governo pois bem bolsa valores atingiu hoje marca histórica expectativas geradas ações governo melhores notícias positivas aparecem brasil acima tudo
Nosso objetivo é claro: queremos o Brasil entre as economias mais livres do mundo!,direita,objetivo claro queremos brasil economias livres mundo
"Importante lembrar que na última semana foi publicado também o decreto 9725/2019, que extingue 21.000 cargos comissionados, funções e gratificações do Poder Executivo. Seguimos com o objetivo de enxugar e otimizar a máquina pública. O exemplo vem de casa!",direita,importante lembrar última semana publicado decreto extingue cargos comissionados funções gratificações poder executivo seguimos objetivo enxugar otimizar máquina pública exemplo vem casa
Brasil e Estados Unidos juntos assustam os defensores do atraso e da tirania ao redor do mundo. Os quem tem medo de parcerias com um país livre e próspero? É o que viemos buscar!,direita,brasil estados unidos juntos assustam defensores atraso tirania redor mundo medo parcerias país livre próspero viemos buscar
"Pela primeira vez em muito tempo, um Presidente brasileiro que não é anti-americano chega a Washington. É o começo de uma parceria pela liberdade e prosperidade, como os brasileiros sempre desejaram.",direita,primeira vez tempo presidente brasileiro anti americano chega washington começo parceria liberdade prosperidade brasileiros sempre desejaram
"A ideia é reduzir esforços de pesca, aumentar o turismo de mergulho e pesca esportiva e criar novos recifes com embarcações naufragadas como já é feito no mundo todo gerando um ambiente de consciência, preservação e empregabilidade natural.",direita,ideia reduzir esforços pesca aumentar turismo mergulho pesca esportiva criar novos recifes embarcações naufragadas feito mundo todo gerando ambiente consciência preservação empregabilidade natural
"Com o trabalho do Ministerio da Ciência e Tecnologia, inauguramos os serviços de telecomunicações da estação brasileira na Antártica. Os cientistas e militares que lá atuam  agora dispõem de internet fixa de alta velocidade, conexão 4G, acesso wi-fi nas instalações e sinal de TV.",direita,trabalho ministerio ciência tecnologia inauguramos serviços telecomunicações estação brasileira antártica cientistas militares lá atuam agora dispõem internet fixa alta velocidade conexão g acesso wi fi instalações sinal tv
"A Nova Previdência define a aposentadoria de políticos nos padrões do INSS, inclui militares e servidores, é mais justa, igualitária e preserva os direitos do trabalhador. Parlamentares têm a chance de fazer história participando deste processo que levará o Brasil à prosperidade!",direita,nova previdência define aposentadoria políticos padrões inss inclui militares servidores justa igualitária preserva direitos trabalhador parlamentares têm chance fazer história participando deste processo levará brasil prosperidade
"Uma das prioridades do nosso governo é quebrar o ciclo da massa hipnotizada comendo migalhas enquanto seus líderes nadam em milhões da corrupção do erário. Infelizmente, é um trabalho duro e demorado, pois ao longo de anos o aparelhamento do estado foi estrategicamente gigantesco",direita,prioridades governo quebrar ciclo massa hipnotizada comendo migalhas enquanto líderes nadam milhões corrupção erário infelizmente trabalho duro demorado pois longo anos aparelhamento estado estrategicamente gigantesco
O ambiente acadêmico com o passar do tempo vem sendo massacrado pela ideologia de esquerda que divide para conquistar e enaltece o socialismo e tripudia o capitalismo. Neste contexto a formação dos cidadãos é esquecida e prioriza-se a conquista dos militantes políticos.,direita,ambiente acadêmico passar tempo vem sendo massacrado ideologia esquerda divide conquistar enaltece socialismo tripudia capitalismo neste contexto formação cidadãos esquecida prioriza conquista militantes políticos
"Tão logo passe o período de chuvas o nosso Exército asfaltará o trecho. Se alguém perguntar porque não fez antes, respondo: os governos anteriores não determinaram, o atual conversou com os Ministros da Defesa e Infraestrutura e resolveram agir. Bom dia a todos",direita,tão logo passe período chuvas exército asfaltará trecho alguém perguntar porque fez antes respondo governos anteriores determinaram atual conversou ministros defesa infraestrutura resolveram agir bom dia todos
"A Lei Rouanet foi usada para cooptar parte dos artistas “famosos” num projeto de Poder. Em meu Governo, sua utilidade será para artistas em início de carreira. Quanto a possibilidade de receber “renomados” que já se beneficiaram da referida, para discuti-la, não passa de piada.",direita,lei rouanet usada cooptar parte artistas “famosos” projeto poder governo utilidade artistas início carreira quanto possibilidade receber “renomados” beneficiaram referida discuti la passa piada
"Tão importante quanto a economia é o resgate de nossa cultura, que foi destruída após décadas de governos com viés socialista. Buscaremos o país da ordem e do progresso. Bom dia a todos!",direita,tão importante quanto economia resgate cultura destruída após décadas governos viés socialista buscaremos país ordem progresso bom dia todos
A agenda globalista mira a divisão de classes. Pessoas divididas e sem valores são facilmente manipuladas. Mudar as diretrizes “educacionais” implementadas ao longo de décadas é uma de nossas metas para impedir o avanço da fábrica de militantes políticos para formarmos cidadãos.,direita,agenda globalista mira divisão classes pessoas divididas valores facilmente manipuladas mudar diretrizes “educacionais” implementadas longo décadas metas impedir avanço fábrica militantes políticos formarmos cidadãos
"Há algo de muito errado acontecendo: as prioridades a serem ensinadas e os recursos aplicados. Para investigar isso, o Ministério da Educação junto com o Ministério da Justiça, Polícia Federal, Advocacia e Controladoria Geral da União, criaram a Lava-Jato da Educação.",direita,algo errado acontecendo prioridades serem ensinadas recursos aplicados investigar ministério educação junto ministério justiça polícia federal advocacia controladoria geral união criaram lava jato educação
"Atendendo aos anseios da nação, assinamos hoje o pacote anticrime, que aperfeiçoa o combate à corrupção, aos crimes organizado e violento. Enviaremos ao Congresso. Os brasileiros terão papel decisivo nos avanços. Conto com vocês na construção de um Brasil mais justo e seguro!",direita,atendendo anseios nação assinamos hoje pacote anticrime aperfeiçoa combate corrupção crimes organizado violento enviaremos congresso brasileiros papel decisivo avanços conto construção brasil justo seguro
"Os direitos trabalhistas como 13º e férias são cláusulas pétreas da Constituição. Somente nova constituite para modifica-los. Estão garantidos independente dos boatos que espalham propositalmente, sempre tentando prejudicar quem não faz parte declaradamente da esquerda .",direita,direitos trabalhistas º férias cláusulas pétreas constituição somente nova constituite modifica los garantidos independente boatos espalham propositalmente sempre tentando prejudicar faz parte declaradamente esquerda
"Assumimos um Brasil ainda em crise em todos os sentidos. Sabemos a dificuldade que é tentar consertar tudo isso. O sistema não desistirá, mas estamos determinados a mudar os rumos do país e fazer diferente dos anteriores, já que são eles os responsáveis pelo que estamos passando.",direita,assumimos brasil ainda crise todos sentidos sabemos dificuldade tentar consertar tudo sistema desistirá determinados mudar rumos país fazer diferente anteriores responsáveis passando
"Estamos fiscalizando recursos, diminuindo gastos, propondo endurecimento penal, previdência. Tudo isso em pouquíssimo tempo. Nossos objetivos são claros: resgatar nossa segurança, fazer a economia crescer novamente e servir a quem realmente manda no país: a população brasileira.",direita,fiscalizando recursos diminuindo gastos propondo endurecimento penal previdência tudo pouquíssimo tempo objetivos claros resgatar segurança fazer economia crescer novamente servir realmente manda país população brasileira
"Além disso, incentivos devem ser direcionados de forma justa, enxuta, transparente e responsável, mas jamais em detrimento das principais demandas de nossa sociedade.",direita,além disso incentivos devem direcionados forma justa enxuta transparente responsável jamais detrimento principais demandas sociedade
"Reconheço o valor da cultura e a necessidade de incentivá-la, mas isso não deve estar a cargo de uma petrolífera estatal. A soma dos patrocínios dos últimos anos passa de R$ 3 BILHÕES. Determinei a reavaliação dos contratos. O Estado tem maiores prioridades.",direita,reconheço valor cultura necessidade incentivá la deve cargo petrolífera estatal soma patrocínios últimos anos passa r bilhões determinei reavaliação contratos estado maiores prioridades
"Nos governos anteriores, esses gastos ultrapassavam centenas de milhões. Era mais uma das muitas fontes de ações escusas dos grupos que estavam no poder, cuja boa parte dos membros está presa. Uma irresponsabilidade em detrimento das reais demandas dos brasileiros e do Estado!",direita,governos anteriores gastos ultrapassavam centenas milhões muitas fontes ações escusas grupos poder cuja boa parte membros presa irresponsabilidade detrimento reais demandas brasileiros estado
"O Ministro da Secretaria de Governo, General Santos Cruz, anunciou o fim do contrato de R$30 milhões/ano com assessoria de imprensa internacional. Além disso, zeramos os custos com propaganda da Caixa e BB neste início de governo e pretendemos encerrar de maneira justa e enxuta!",direita,ministro secretaria governo general santos cruz anunciou fim contrato r milhões ano assessoria imprensa internacional além disso zeramos custos propaganda caixa bb neste início governo pretendemos encerrar maneira justa enxuta
"Muitas falácias sendo usadas a respeito da posse de armas. A pior delas conclui que a iniciativa não resolve o problema da segurança pública. Ignorando o principal propósito, que é “iniciar ” o processo de assegurar o direito inviolável à legítima defesa.",direita,muitas falácias sendo usadas respeito posse armas pior conclui iniciativa resolve problema segurança pública ignorando principal propósito “iniciar ” processo assegurar direito inviolável legítima defesa
"Além das inúmeras iniciativas tomadas nestes primeiros dias de Governo, aumentamos de 3 para 10 anos o prazo para a renovação da posse da arma de fogo e acabamos com a subjetividade para a compra, que sempre foi dificultada ou impossibilitada. Esse é apenas o primeiro passo!",direita,além inúmeras iniciativas tomadas nestes primeiros dias governo aumentamos anos prazo renovação posse arma fogo acabamos subjetividade compra sempre dificultada impossibilitada apenas primeiro passo
"Por muito tempo, coube ao Estado determinar quem tinha ou não direito de defender a si mesmo, à sua família e à sua propriedade. Hoje, respeitando a vontade popular manifestada no referendo de 2005, devolvemos aos cidadãos brasileiros a liberdade de decidir.",direita,tempo coube estado determinar direito defender si família propriedade hoje respeitando vontade popular manifestada referendo devolvemos cidadãos brasileiros liberdade decidir
"A defesa da soberania nacional foi uma das bandeiras de nossa campanha e será uma prioridade do nosso governo. Os brasileiros e os imigrantes que aqui vivem estarão mais seguros com as regras que definiremos por conta própria, sem pressão do exterior.",direita,defesa soberania nacional bandeiras campanha prioridade governo brasileiros imigrantes aqui vivem estarão seguros regras definiremos conta própria pressão exterior
"Jamais recusaremos ajuda aos que precisam, mas a imigração não pode ser indiscriminada. É necessário critérios, buscando a melhor solução de acordo com a realidade de cada país. Se controlamos quem deixamos entrar em nossas casas, por que faríamos diferente com o nosso Brasil?",direita,jamais recusaremos ajuda precisam imigração pode indiscriminada necessário critérios buscando melhor solução acordo realidade cada país controlamos deixamos entrar casas faríamos diferente brasil
"Eles procuram e criam todos os motivos possíveis para estarem sendo rejeitados pela maioria da população, só não citam o verdadeiro: o PT quebrou o Brasil de tanto roubar, deixou a violência tomar proporções de guerra, é uma verdadeira quadrilha e ninguém aguenta mais isso!",direita,procuram criam todos motivos possíveis estarem sendo rejeitados maioria população citam verdadeiro pt quebrou brasil tanto roubar deixou violência tomar proporções guerra verdadeira quadrilha ninguém aguenta
"Haddad, o fantoche do presidiário corrupto, escreve que está na moda um anti-intelectualismo no Brasil. A verdade é que o marmita, como todo petista, fica inventando motivos para a derrota vergonhosa que sofreram nas eleições, mesmo com campanha mais de 30 milhões mais cara.",direita,haddad fantoche presidiário corrupto escreve moda anti intelectualismo brasil verdade marmita todo petista fica inventando motivos derrota vergonhosa sofreram eleições campanha milhões cara
"Murilo Resende, o novo coordenador do Enem é doutor em economia pela FGV e seus estudos deixam claro a  priorização do ensino ignorando a atual promoção da “lacração”, ou seja, enfoque na medição da formação acadêmica e não somente o quanto ele foi doutrinado em salas de aula.",direita,murilo resende novo coordenador enem doutor economia fgv estudos deixam claro priorização ensino ignorando atual promoção “lacração” enfoque medição formação acadêmica somente quanto doutrinado salas aula
Importante sempre que possível frisarmos a necessidade de conversar com seu deputado ou senador da necessidade de se aprovar leis que permitam que as Forças de Segurança Pública possam atuar para efetivamente combatermos os criminosos que aterrorizam os cidadãos de bem no Brasil.,direita,importante sempre possível frisarmos necessidade conversar deputado senador necessidade aprovar leis permitam forças segurança pública possam atuar efetivamente combatermos criminosos aterrorizam cidadãos bem brasil
"O auxílio-reclusão ultrapassa o valor do salário mínimo. Em reunião com Ministros, decidimos que avançaremos nesta questão ignorada quando se trata de reforma da previdência e indevidos. Em cima de muitos detalhes vamos desinchando a máquina e fazendo justiça!",direita,auxílio reclusão ultrapassa valor salário mínimo reunião ministros decidimos avançaremos nesta questão ignorada trata reforma previdência indevidos cima muitos detalhes vamos desinchando máquina fazendo justiça
"Por muito tempo, muitos brasileiros foram usados como massa de manobra. Perderam sua valiosa individualidade para se tornarem objeto e fonte de renda de políticos. A mudança visa libertá-los da escravidão política a fim de devolvê-los o direito de representarem a si mesmos.",direita,tempo muitos brasileiros usados massa manobra perderam valiosa individualidade tornarem objeto fonte renda políticos mudança visa libertá los escravidão política fim devolvê los direito representarem si mesmos
"Não haverá abandono de auxílio a qualquer indivíduo nas diretrizes de Direitos Humanos. A Secretaria Nacional da Família, Secretaria Nacional de Proteção Global e o Conselho Nacional de Combate à Discriminação ficarão responsáveis por este papel.",direita,haverá abandono auxílio qualquer indivíduo diretrizes direitos humanos secretaria nacional família secretaria nacional proteção global conselho nacional combate discriminação ficarão responsáveis papel
