texto,label,texto_limpo
"Quite a few people couldn't have cared less about what
happened to the Jews of Europe.  If they had cared, they would have
done something.


	Maybe its because many of us, who have been on usenet for
several years remember tripe like this being posted:

-------------


	This was posted fairly recently.  There has been much more
racist stuff in the past.  Why are we expected to listen to it and
remain ""calm?""  I don't think that listening to racist or anti-semetic
slurs is an incitement to calm debate.

	Perhaps you don't mean to be coming off as highly offensive.
However, the way you have posted seems to be typical of those who have
an irrational dislike for Israel and Jews.  Perhaps if you took a
close look at what you've posted thought a bit about the combatative
tone you've used, you would see why people are reacting the way they
are. 

Adam Shostack 				       adam@das.harvard.edu",1,quite people couldnt cared less happened jews europe cared would done something maybe many us usenet several years remember tripe like posted posted fairly recently much racist stuff past expected listen remain calm dont think listening racist anti semetic slurs incitement calm debate perhaps dont mean coming highly offensive however way posted seems typical irrational dislike israel jews perhaps took close look youve posted thought bit combatative tone youve used would see people reacting way adam shostack adamdasharvardedu
"Dan Sorenson writing:

 ...

 DS>I'd rather not get into the Nationalized Medical Care debate
 DS>here, but I find it amazing that criminals often live better than the
 DS>rest of the population, in some aspects, and that we're paying for
                               ^^^^
 DS>them to do so.  As an example, in November I had my annual dental

 ...

 Here, you are somewhat in error.....in ALL respects we are paying. When we
 are not paying for their countryclub incarceration, we are paying with our
 lives and belongings as their prey. Upon what would they practice their
 nefarious predatory acts if not for the citizens of this country. What is
 amazing to me is the mindset of those who overtly and covertly perpetuate
 a justice system (har) that essentially mandates that some of us offer up
 ourselves as that prey while they suitably insulate themselves from the
 preyground.
---
 . OLX 2.2 . Church of Crime & Justice....come, let us prey!",0,dan sorenson writing dsid rather get nationalized medical care debate dshere find amazing criminals often live better dsrest population aspects paying dsthem example november annual dental somewhat errorin respects paying paying countryclub incarceration paying lives belongings prey upon would practice nefarious predatory acts citizens country amazing mindset overtly covertly perpetuate justice system har essentially mandates us offer prey suitably insulate preyground olx church crime justicecome let us prey
"It is obvious that Mr. Cramer has the 'ability' to take the 'leap of faith'.
I have listened to several of the men involved in this study, and even they
claim that the men involved will not 'tell the whole truth'.

I put little value in extrapolating from these types of 'studies' or 'surveys',
they have limited subsets of individuals, and there is alot of skewing due
to improper selection methods, and the bias of the people involved in the
studies on both sides- subject and researcher.

Would you admit to be part of a group that was not very well liked?  Would 
you admit to having had sex with other people at some considered abnormal
rate (this applies to heterosexual men).  In fact, as one gay man and one
straight man put it, ""men lie about the number of partners, because that's
the thing to do""- our culture for the male almost requires this type of
response.  It may seem harmless and silly, but carries a large emotional
and mental price tag.",0,obvious mr cramer ability take leap faith listened several men involved study even claim men involved tell whole truth put little value extrapolating types studies surveys limited subsets individuals alot skewing due improper selection methods bias people involved studies sides subject researcher would admit part group well liked would admit sex people considered abnormal rate applies heterosexual men fact one gay man one straight man put men lie number partners thats thing culture male almost requires type response may seem harmless silly carries large emotional mental price tag
"But of course it does.   It's certainly a legal matter.  If it's not a
legal matter that interest *you* you may simply put it in your kill
file.",0,course certainly legal matter legal matter interest may simply put kill file
"i]>>Since there was no sniper fire, doing nothing was equally effective,

What sources did Sauter and Hines use?  In Congressional hearings
later, the newspaper folk admitted that their reports were completely
wrong.  (Some of their excuses are understandable, while others amount
to gross negligence.  Then there's their ""we lied"".)  As far as I
know, they never did the followup.


I don't have any relevant knowledge about the counter-sniper tactics
or what the govt did with the big war toys.  That's why I've only
commented on what they couldn't have accomplished, no matter what
they did.


Not in Detroit, not during the 60s.  That's newspaper copy and they
admitted later that they were wrong.

-andy",0,isince sniper fire nothing equally effective sources sauter hines use congressional hearings later newspaper folk admitted reports completely wrong excuses understandable others amount gross negligence theres lied far know never followup dont relevant knowledge counter sniper tactics govt big war toys thats ive commented couldnt accomplished matter detroit thats newspaper copy admitted later wrong andy
"Oops, I forgot to set read permission.  It's fixed now.

ftp netcom.com
login: anonymous
password: your@email.address
cd pub/mvp
binary
get clinton.zip

You need pkzip 2.x or the latest net.zip to un-""deflate"" this.

Economic stats since Day One, plus all of the myriad ways Slick Willie
and the Gang of 535 are preparing to do it to us.  From Ron Brown's
desk, so any distortion is pro-Democrat, can you believe it?",0,oops forgot set read permission fixed ftp netcomcom login anonymous password youremailaddress cd pub mvp binary get clintonzip need pkzip x latest netzip un deflate economic stats since day one plus myriad ways slick willie gang preparing us ron browns desk distortion pro democrat believe
"Of course posting some hard evidence or facts is much more
difficult.  You have not bothered to substantiate this in
any way.  Basil, do you know of any evidence that would support
this?

I can just imagine a news report from ancient times, if Hasan
had been writing it.

Newsflash:
Cairo AP (Ancient Press).  Israel today denied Egypt acces to the Red
Sea.  In a typical display of Israelite agressiveness, the leader of
the Israelite slave revolt, former prince Moses, parted the Red Sea.
The action is estimated to have caused irreparable damage to the environment.
Egyptian authorities have said that thousands of fisherman have been
denied their livelihood by the parted waters.  Pharaoh's brave charioteers
were successful in their glorious attempt to cause the waters of the
Red Sea to return to their normal state.  Unfortunately they suffered
heavy casualties while doing so.",1,course posting hard evidence facts much difficult bothered substantiate way basil know evidence would support imagine news report ancient times hasan writing newsflash cairo ap ancient press israel today denied egypt acces red sea typical display israelite agressiveness leader israelite slave revolt former prince moses parted red sea action estimated caused irreparable damage environment egyptian authorities said thousands fisherman denied livelihood parted waters pharaohs brave charioteers successful glorious attempt cause waters red sea return normal state unfortunately suffered heavy casualties
"I knew that Cutie would sell us out.  Full-blooded Democrat, he is :-)

Seriously folks, if it can happen here (remember?  we all got gun racks on
our 4x4s), it can happen anywhere.  Now to get that letter ready.  `Dear 
Cutie, as one who didn't vote for you, I can sincerely say I am unhappy...'



Those who know what's best for us
Must try to save us from ourselves
-- RUSH
--------------------------------------------------------------------------------",0,knew cutie would sell us full blooded democrat seriously folks happen remember got gun racks xs happen anywhere get letter ready dear cutie one didnt vote sincerely say unhappy know whats best us must try save us rush
"Well put, Jim.  I am as concerned about the media's complicity in this
growing coverup.  Can you imagine the media outrage, the lawsuits, the
investigations that would emit if the government kept the media away from
any other story?  Particularly if a Republican administration had been
behind it.  What's going on here?

Let's look beyond the initial blunder and examine what happened next.
I'm a student of human phychology, particularly in the area of psy-ops
because I've found some of the techniques to be useful in business
negotiations.  That puts me firmly in the amateur ranks.  This AMATEUR
knows that the first thing to do when sizing up the opponent is to do a
psychological profile on him.  You can bet your ass the FBI had
professionally done profiles on Koresh.  Koresh's behavior was
emminently predictable.  It is typical of people who move away from
civilization to be willing to fight to the death to preserve their
isolation.  It would also be typical, given Koresh's religious
orientation, for such an individual to interpret a government assault as
the apocalypse.  Suicide is as an acceptable alternative to being
consumed in the apocalypse.

IMHO, the FBI knew all this and decided after 50 days of concentrated
psy-ops to initiate that apocalypse.  I believe they chose a course of
action designed specifically to push Koresh over the edge while publicly
appearing to be acting reasonably.  They KNEW that Koresh considered the
tanks to be the Chariots of Fire mentioned in the Book of Revelations.
They KNEW that sending tanks, oops, combat engineering vehicles,
obstensibly to perform ""gas insertions"" (love that NewSpeak) WOULD push
him over the edge.

Look at some supporting evidence.  Koresh's attorney mentioned on TV
earlier today (4/20) that one of Koresh's major concern was the biblical
role of the tanks stationed around the compound.  The FBI (through Reno
on Larry King last night and at the news conference this morning)
claimed to have listening devices in the compound.  If that was true
they KNEW their actions were driving him to the brink.  They KNEW they
were pushing the Davidians toward mass suicide.  Any rational and
reasonable agency NOT interested in killing those people would, at
the first sign of preparations for suicide, have pulled completely back and
would have gotten rid of all the armor.  Instead they continued with the
""gas insertion"" right up to the point where flames appeared.  The image
that will remain etched in my mind is that of the tank strutting back
and forth in front of the burning compound, gloating over the kill.

Let's step back and assess how this thing could have been ended without
bloodshed.  This technique would have required a law enforcement agency
interested in constitutionally enforcing the law and in the preservation
of life instead of achieving a military victory and of vengence.

The way to have nabbed Koresh was simply to have announced a pull back,
abandoned the assault, torn down the concertina wire and removed the
armor, maintained covert surveillance of the compound and then exploited
his ego to flush him out.  Exploiting his ego would have been simple.  A
simple invite or two from the tabloid talk shows to come on TV and tell
how he whipped the US government would have been something he could not
have resisted.  He could have then been nabbed when he left the
compound.  Simple, clean and safe but because it would have required the
FBI to execute a tactical retreat and would have deprived them of the
revenge they sought, it was totally out of the question.  Not without
all that testesterone floating around.  After all Jannet Reno had to
show the world how big her balls are.

Yesterday was a sad, sad day for the American system.  I am sick to my 
very soul.

John",0,well put jim concerned medias complicity growing coverup imagine media outrage lawsuits investigations would emit government kept media away story particularly republican administration behind whats going lets look beyond initial blunder examine happened next im student human phychology particularly area psy ops ive found techniques useful business negotiations puts firmly amateur ranks amateur knows first thing sizing opponent psychological profile bet ass fbi professionally done profiles koresh koreshs behavior emminently predictable typical people move away civilization willing fight death preserve isolation would also typical given koreshs religious orientation individual interpret government assault apocalypse suicide acceptable alternative consumed apocalypse imho fbi knew decided days concentrated psy ops initiate apocalypse believe chose course action designed specifically push koresh edge publicly appearing acting reasonably knew koresh considered tanks chariots fire mentioned book revelations knew sending tanks oops combat engineering vehicles obstensibly perform gas insertions love newspeak would push edge look supporting evidence koreshs attorney mentioned tv earlier today one koreshs major concern biblical role tanks stationed around compound fbi reno larry king last night news conference morning claimed listening devices compound true knew actions driving brink knew pushing davidians toward mass suicide rational reasonable agency interested killing people would first sign preparations suicide pulled completely back would gotten rid armor instead continued gas insertion right point flames appeared image remain etched mind tank strutting back forth front burning compound gloating kill lets step back assess thing could ended without bloodshed technique would required law enforcement agency interested constitutionally enforcing law preservation life instead achieving military victory vengence way nabbed koresh simply announced pull back abandoned assault torn concertina wire removed armor maintained covert surveillance compound exploited ego flush exploiting ego would simple simple invite two tabloid talk shows come tv tell whipped us government would something could resisted could nabbed left compound simple clean safe would required fbi execute tactical retreat would deprived revenge sought totally question without testesterone floating around jannet reno show world big balls yesterday sad sad day american system sick soul john
"Kaldis, you are a worm.


Translation-  It's them DAMN liberals again!


Who gave you the authority to create and enforce this rather
hazy thing called ""the American Way""?  This is a democracy, and
we don't need to stick to it or stick up for it unless we so
choose.  Remember that, Ted, from Civics class in Greeley, CO?


Nice generalization.


Coming from such a crass example of ""manly dignity,"" he must
feel _really_ hurt.",0,kaldis worm translation damn liberals gave authority create enforce rather hazy thing called american way democracy dont need stick stick unless choose remember ted civics class greeley co nice generalization coming crass example manly dignity must feel really hurt
"/ iftccu:talk.politics.guns / hays@ssd.intel.com (Kirk Hays) /  3:31 pm  Apr 13, 1993 /


Good point, Kirk.

He's still around too.  He's responded by email to a couple of my posts, 
and gosh darn, he's gotten down right civil!  This happed about the time 
he got his first firearm.  Wonder if there is a relationship here?  Turns
out that MOST people (at least the ones who are not criminals to start
with) act responsibility once given the chance.",0,iftccutalkpoliticsguns haysssdintelcom kirk hays pm apr good point kirk hes still around hes responded email couple posts gosh darn hes gotten right civil happed time got first firearm wonder relationship turns people least ones criminals start act responsibility given chance
"Carlos,

   Why not check out some of the scientific research that has been
done in this area and convince yourself.

   Research around the world indicates that the issue of coercion is
the critical factor. 

For those interested in research on the topic I can suggest, Li et al
(England), Constantine (United States), and Sandfort (The Netherlands).
I especially like Sandfort's research for he actually quotes what the
boys who are involved in the relationships have to say.



Children and Sex: New Findings, New Perspectives by Larry Constantine
  & Floyd M. Martinson (eds.). Little Brown & Co., Boston, 1980.
Boys On Their Contacts With Men by Theo Sandfort, Global Academic
  Publishers, Elmhurst, New York, 1987.
Perspectives on Paedophilia by Brian Taylor (ed.). Batsford Academic &
  Educational Ltd., London, 1981.
Paedophilia: A Factual Report by Frits Bernard. Enclave, Rotterdam,
  The Netherlands, 1985.
Sexual Experience Between Men and Boys by Parker Rossman. Maurice
  Temple Smith Ltd., Middlesex, Great Britain, 1985.
Children's Sexual Encounters With Adults by C.K. Li, D.J. West & T.P.
  Woodhouse. Gerald Duckworth & Co., London, 1990.


Yours in Liberation,

Roy",0,carlos check scientific research done area convince research around world indicates issue coercion critical factor interested research topic suggest li et al england constantine united states sandfort netherlands especially like sandforts research actually quotes boys involved relationships say children sex new findings new perspectives larry constantine floyd martinson eds little brown co boston boys contacts men theo sandfort global academic publishers elmhurst new york perspectives paedophilia brian taylor ed batsford academic educational ltd london paedophilia factual report frits bernard enclave rotterdam netherlands sexual experience men boys parker rossman maurice temple smith ltd middlesex great britain childrens sexual encounters adults ck li dj west tp woodhouse gerald duckworth co london liberation roy
"Let's face it, if the words don't get into your noggin in the first place, 
there's no hope. Now tell us, 'SDPA.ORG', a mouthpiece of the fascist x-Soviet 
Armenian Government: what was your role in the murder of Orhan Gunduz and 
Kemal Arikan? How many more Muslims will be slaughtered by 'SDPA.ORG' as 
publicly declared and filed with the legal authorities? 


 ""...that more people have to die..."" 

                    SDPA <91@urartu.UUCP>

  ""Yes, I stated this and stand by it.""

                    SDPA <255@urartu.UUCP>


    	January 28, 1982 - Los Angeles
	Kemal Arikan is slaughtered by two Armenians while driving to work. 

    	March 22, 1982 - Cambridge, Massachusetts
	Prelude to grisly murder. A gift and import shop belonging to
	Orhan Gunduz is blown up. Gunduz receives an ultimatum: Either 
        he gives up his honorary position or he will be ""executed"". He 
        refuses. ""Responsibility"" is claimed by JCAG and SDPA.

    	May 4, 1982 - Cambridge, Massachusetts
	Orhan Gunduz, the Turkish honorary consul in Boston, would not bow 
	to the Armenian terrorist ultimatum that he give up his title of 
	""honorary consul"". Now he is attacked and murdered in cold blood.
	President Reagan orders an all-out manhunt-to no avail. An eye-
	witness who gave a description of the murderer is shot down.  He 
	survives... but falls silent. One of the most revolting ""triumphs"" in 
	the senseless, mindless history of Armenian terrorism. Such a murder 
	brings absolutely nothing - except an ego boost for the murderer 
	within the Armenian terrorist underworld, which is already wallowing 
	in self-satisfaction.
 
Were you involved in the murder of Sarik Ariyak? 

   	December 17, 1980 - Sydney
	Two Nazi Armenians massacre Sarik Ariyak and his bodyguard, Engin 
        Sever. JCAG and SDPA claim responsibility.


Source: Edward K. Boghosian, ""Radical Group Hosts Well-Attended Solidarity
Meeting,"" The Armenian Reporter, May 1, 1986, pp. 1 & 18.

ATHENS, Greece - An array of representatives of Greek political parties,
including the ruling PASOK party, and a host of political groups, both
Armenian and non-Armenian, joined to voice their solidarity with the 
Armenian people in their pursuit of their cause and activities of a new
Armenian political force were voiced here on Sunday, April 20 during
the 2nd International Meeting of Solidarity with the Armenian People. And
judging from encouraging messages offered by the representatives of these
political groups and organizations, at least here in Greece, the Armenian
Cause enjoys abundant support from a wide spectrum of the political world.

The International Meeting of Solidarity was sponsored by the Greek branch of
the Armenian Popular Movement, a comparatively new political force headed
by younger generations of Armenians, who openly profess their support of the
armed struggle and of the Armenian Secret Army for the Liberation of Armenia
(ASALA). The organization has branches in various European and Middle Eastern
countries and the United States although some of these branches appear to
have gone through a switch of loyalties because of the split within the ranks
of ASALA...

Voicing the support of PASOK, the ruling party in Greece, to the Armenian
people, was Mr. Charalambidi Michalis, a member of the Central Committee of
the party and the Greek member of the Permanent People's Tribunal...
Explaining the goals and aspirations of the Armenian Popular Movement 
was Ara Sarkisian. Significant was the address delivered by Mr. Bassam 
Abu-Salim, on behalf of the Popular Front for the movement's continued 
support of the Armenians' armed struggle in their pursuit of their cause, 
pledging that Palestinian operated and run training camps would always be 
open to Armenian youth who need training for such a struggle. Later, Mr. 
Abu-Salim, answering a question put to him by this writer, affirmed that 
his organization had always trained Armenian members of ASALA and that
this policy will continue. ""The doors of our camps are always open to 
Armenian freedom fighters,"" he affirmed.

Among the prominent Greek politicians who attended the conference was the son
of Prime Minister Papandreou, who himself holds a post in the Greek cabinet;
two members of the Cypriot Parliament who had journeyed to Athens for the
specific purpose of attending the international gathering; representatives of
the Christian Democratic party, EDIK Center party, two wings of the Communist
party, representatives of an assortment of labor unions and trade associations,
a number of mayors of Greek towns and cities; two Greek members of the
European Parliament and other members of the Greek Parliament were also among
those who participated in the international conference. Also on hand to follow
the deliberations was the ambassador of Bulgaria in Athens.

More than significant was the large number of messages received by the 
organizers, including the following: Palestinian National Revolutionary
Movement, Fatah; Popular Front for the Liberation of Palestine-General
Command; the Central Committee of the Palestinian National Liberation
Movement-Fatah; the Socialist Progressive Party of Lebanon; Arab Socialist
Labor Party; the Kurdistan Democratic Union of Iraq; and numerous other
international groups, all noted for their radical stand in the Israeli-
Palestinian conflict.

                 SUPPORT FROM ARF-RM

Among messages received from Armenian groups was the Armenian Revolutionary
Federation-Revolutionary Movement, the group that has claimed the abduction
and assassination of key party leaders in Lebanon accused of selling out to
foreign interests and powers. The message clearly gave its support to the
Armenian Popular Movement pledging that the Revolutionary movement will
continue to ""reveal the realities, no matter how bitter or tragic they are,""
to expose the anti-Armenian activities of the leaders of the Dashnag ""Bureau.""
The message was taken as an indication of the link, loose as it may be, that
exists between the dissident Dashnag group and the Armenian Popular Movement,
open supporters of ASALA and armed struggle.

The Armenian Popular Movement has set up its headquarters in a suburb of the
Greek capital, known as Neos Kosmos, where there is a large Armenian presence.
The headquarters are located in a two-story building, which appears to have
turned into a beehive of activity on the part of scores of Armenian youth, who
prefer to give their first names only when invited to introduce themselves...

Now any comment?

#From: vd8@cunixb.cc.columbia.edu (Vedat  Dogan)
#Subject: Re:Addressing.....
#Message-ID: <1993Apr8.233029.29094@news.columbia.edu>

 
 
n>crap posted by Mr. [(*]!
 
 o boy!   
 
 Please, can you tell us why those quotes are ""crap""?..because you do not 
 like them!!!...because they really exist...why?
 
 As I said in my previous posting, those quotes exactly exist in the source 
 given by Serdar Argic .. 
  
 You couldn't reject it...
 
 
 Here we go again..
 In the book I have, both the front page and the Author's preface give 
 the same year: 1923 and 15 January, 1923, respectively!
 (Anyone can check it at her/his library,if not, I can send you the copies of
 pages, please ask by sct) 
 
 
I really don't care what year it was first published(1923 or 1924)
What I care about is what the book writes about murders, tortures,et..in
the given quotes by Serdar Argic, and your denial of these quotes..and your
groundless accussations, etc. 
 
[...]
 
 
 I claim I have a book in my hand published in 1923(first publication)
 and it exactly has the same quoted info as the book published
 in 1934(Serdar Argic's Reference) has..You couldn't reject it..but, now you
 are avoiding the real issues by twisting around..
 
 Let's see how you lie!..(from 'non-existing' quotes to re-publication)
 
 First you said there was no such a quote in the given reference..You
 called Serdar Argic a liar!..
 I said to you, NO, MR.Davidian, there exactly existed such a quote...
 (I even gave the call number, page numbers..you could't reject it.)
 
 And now, you are lying again and talking about ""modified,re-published book""
(without any proof :how, when, where, by whom, etc..)..
 (by the way, how is it possible to re-publish the book in 1923 if it was
  first published in 1924(your claim).I am sure that you have some 'pretty 
  well suited theories', as usual)
 
 And I am ready to send the copies of the necessary pages to anybody who
 wants to compare the fact and Mr.Davidian's lies...I also give the call number
 and page numbers again for the library use, which are:  
                 949.6 R 198
   
  and the page numbers to verify the quotes:218 and 215
              
     
 
 
 Now, are you claiming that there can't be such a reference by saying ""it is
 not possible..."" ..If not, what is your point?
 
 Differences in the number of pages?
 Mine was published in 1923..Serdar Argic's was in 1934..
 No need to use the same book size and the same letter 
 charachter in both publications,etc, etc.. does it give you an idea!!
 
 The issue was not the number of pages the book has..or the year
 first published.. 
 And you tried to hide the whole point..
 the point is that both books have the exactly the same quotes about
 how moslems are killed, tortured,etc by Armenians..and those quotes given 
 by Serdar Argic exist!! 
 It was the issue, wasn't-it?  
 
 you were not able to object it...Does it bother you anyway? 
 
 You name all these tortures and murders (by Armenians) as a ""crap""..
 People who think like you are among the main reasons why the World still
 has so many ""craps"" in the 1993. 
 
 Any question?
 
Serdar Argic",1,lets face words dont get noggin first place theres hope tell us sdpaorg mouthpiece fascist x soviet armenian government role murder orhan gunduz kemal arikan many muslims slaughtered sdpaorg publicly declared filed legal authorities people die sdpa yes stated stand sdpa january los angeles kemal arikan slaughtered two armenians driving work march cambridge massachusetts prelude grisly murder gift import shop belonging orhan gunduz blown gunduz receives ultimatum either gives honorary position executed refuses responsibility claimed jcag sdpa may cambridge massachusetts orhan gunduz turkish honorary consul boston would bow armenian terrorist ultimatum give title honorary consul attacked murdered cold blood president reagan orders manhunt avail eye witness gave description murderer shot survives falls silent one revolting triumphs senseless mindless history armenian terrorism murder brings absolutely nothing except ego boost murderer within armenian terrorist underworld already wallowing self satisfaction involved murder sarik ariyak december sydney two nazi armenians massacre sarik ariyak bodyguard engin sever jcag sdpa claim responsibility source edward k boghosian radical group hosts well attended solidarity meeting armenian reporter may pp athens greece array representatives greek political parties including ruling pasok party host political groups armenian non armenian joined voice solidarity armenian people pursuit cause activities new armenian political force voiced sunday april nd international meeting solidarity armenian people judging encouraging messages offered representatives political groups organizations least greece armenian cause enjoys abundant support wide spectrum political world international meeting solidarity sponsored greek branch armenian popular movement comparatively new political force headed younger generations armenians openly profess support armed struggle armenian secret army liberation armenia asala organization branches various european middle eastern countries united states although branches appear gone switch loyalties split within ranks asala voicing support pasok ruling party greece armenian people mr charalambidi michalis member central committee party greek member permanent peoples tribunal explaining goals aspirations armenian popular movement ara sarkisian significant address delivered mr bassam abu salim behalf popular front movements continued support armenians armed struggle pursuit cause pledging palestinian operated run training camps would always open armenian youth need training struggle later mr abu salim answering question put writer affirmed organization always trained armenian members asala policy continue doors camps always open armenian freedom fighters affirmed among prominent greek politicians attended conference son prime minister papandreou holds post greek cabinet two members cypriot parliament journeyed athens specific purpose attending international gathering representatives christian democratic party edik center party two wings communist party representatives assortment labor unions trade associations number mayors greek towns cities two greek members european parliament members greek parliament also among participated international conference also hand follow deliberations ambassador bulgaria athens significant large number messages received organizers including following palestinian national revolutionary movement fatah popular front liberation palestine general command central committee palestinian national liberation movement fatah socialist progressive party lebanon arab socialist labor party kurdistan democratic union iraq numerous international groups noted radical stand israeli palestinian conflict support arf rm among messages received armenian groups armenian revolutionary federation revolutionary movement group claimed abduction assassination key party leaders lebanon accused selling foreign interests powers message clearly gave support armenian popular movement pledging revolutionary movement continue reveal realities matter bitter tragic expose anti armenian activities leaders dashnag bureau message taken indication link loose may exists dissident dashnag group armenian popular movement open supporters asala armed struggle armenian popular movement set headquarters suburb greek capital known neos kosmos large armenian presence headquarters located two story building appears turned beehive activity part scores armenian youth prefer give first names invited introduce comment vdcunixbcccolumbiaedu vedat dogan subject readdressing message id ncrap posted mr boy please tell us quotes crapbecause like thembecause really existwhy said previous posting quotes exactly exist source given serdar argic couldnt reject go book front page authors preface give year january respectively anyone check libraryif send copies pages please ask sct really dont care year first published care book writes murders torturesetin given quotes serdar argic denial quotesand groundless accussations etc claim book hand published first publication exactly quoted info book published serdar argics reference hasyou couldnt reject itbut avoiding real issues twisting around lets see liefrom non existing quotes publication first said quote given referenceyou called serdar argic liar said mrdavidian exactly existed quote even gave call number page numbersyou couldt reject lying talking modifiedre published book without proof etc way possible publish book first published claimi sure pretty well suited theories usual ready send copies necessary pages anybody wants compare fact mrdavidians liesi also give call number page numbers library use r page numbers verify quotes claiming cant reference saying possible point differences number pages mine published serdar argics need use book size letter charachter publicationsetc etc give idea issue number pages book hasor year first published tried hide whole point point books exactly quotes moslems killed torturedetc armeniansand quotes given serdar argic exist issue wasnt able object itdoes bother anyway name tortures murders armenians crap people think like among main reasons world still many craps question serdar argic
